Date,Close,Volume,DayOfWeek,Month
2023-07-13 16:00:00,379.15,46960012,3,7
2023-07-14 16:00:00,379.07,55148500,4,7
2023-07-17 16:00:00,382.61,40868915,0,7
2023-07-18 16:00:00,385.74,55343438,1,7
2023-07-19 16:00:00,385.65,54092958,2,7
2023-07-20 16:00:00,376.76,71941674,3,7
2023-07-21 16:00:00,375.63,60499643,4,7
2023-07-24 16:00:00,376.23,40380056,0,7
2023-07-25 16:00:00,378.78,38894384,1,7
2023-07-26 16:00:00,377.52,47075710,2,7
2023-07-27 16:00:00,376.62,63940225,3,7
2023-07-28 16:00:00,383.48,56902926,4,7
2023-07-31 16:00:00,383.68,44019905,0,7
2023-08-01 16:00:00,382.79,41308457,1,8
2023-08-02 16:00:00,374.39,72687107,2,8
2023-08-03 16:00:00,373.79,47855381,3,8
2023-08-04 16:00:00,372.04,61702759,4,8
2023-08-07 16:00:00,375.19,37230444,0,8
2023-08-08 16:00:00,372.0,44726453,1,8
2023-08-09 16:00:00,367.91,51150900,2,8
2023-08-10 16:00:00,368.59,72035265,3,8
2023-08-11 16:00:00,366.24,48707187,4,8
2023-08-14 16:00:00,370.35,42130802,0,8
2023-08-15 16:00:00,366.42,45539891,1,8
2023-08-16 16:00:00,362.54,53190525,2,8
2023-08-17 16:00:00,358.58,62604338,3,8
2023-08-18 16:00:00,358.13,61191389,4,8
2023-08-21 16:00:00,363.9,50696518,0,8
2023-08-22 16:00:00,363.38,44613509,1,8
2023-08-23 16:00:00,369.11,51770603,2,8
2023-08-24 16:00:00,361.22,66842491,3,8
2023-08-25 16:00:00,364.02,69960465,4,8
2023-08-28 16:00:00,366.76,40910019,0,8
2023-08-29 16:00:00,374.77,58492371,1,8
2023-08-30 16:00:00,376.86,41731511,2,8
2023-08-31 16:00:00,377.99,35730701,3,8
2023-09-01 16:00:00,377.59,39801177,4,9
2023-09-05 16:00:00,378.07,32344222,1,9
2023-09-06 16:00:00,374.74,42998735,2,9
2023-09-07 16:00:00,372.06,52060716,3,9
2023-09-08 16:00:00,372.58,35847359,4,9
2023-09-11 16:00:00,376.97,39936634,0,9
2023-09-12 16:00:00,372.79,41391024,1,9
2023-09-13 16:00:00,374.21,46300677,2,9
2023-09-14 16:00:00,377.27,48039388,3,9
2023-09-15 16:00:00,370.81,69811206,4,9
2023-09-18 16:00:00,370.66,36903545,0,9
2023-09-19 16:00:00,369.87,37621734,1,9
2023-09-20 16:00:00,364.54,45514189,2,9
2023-09-21 16:00:00,357.86,69734845,3,9
2023-09-22 16:00:00,357.91,51589689,4,9
2023-09-25 16:00:00,359.61,39167985,0,9
2023-09-26 16:00:00,354.21,53657748,1,9
2023-09-27 16:00:00,355.04,56065972,2,9
2023-09-28 16:00:00,358.01,56453312,3,9
2023-09-29 16:00:00,358.27,64829616,4,9
2023-10-02 16:00:00,361.26,51625054,0,10
2023-10-03 16:00:00,354.92,60478489,1,10
2023-10-04 16:00:00,359.75,54786686,2,10
2023-10-05 16:00:00,358.69,45897390,3,10
2023-10-06 16:00:00,364.7,75049119,4,10
2023-10-09 16:00:00,366.56,45304766,0,10
2023-10-10 16:00:00,368.59,46968806,1,10
2023-10-11 16:00:00,371.22,38215088,2,10
2023-10-12 16:00:00,369.93,49587942,3,10
2023-10-13 16:00:00,365.28,52519876,4,10
2023-10-16 16:00:00,369.41,44201059,0,10
2023-10-17 16:00:00,368.2,50999102,1,10
2023-10-18 16:00:00,363.37,54280490,2,10
2023-10-19 16:00:00,359.97,72274238,3,10
2023-10-20 16:00:00,354.6,72559723,4,10
2023-10-23 16:00:00,355.67,60665185,0,10
2023-10-24 16:00:00,359.13,47082078,1,10
2023-10-25 16:00:00,350.34,71190536,2,10
2023-10-26 16:00:00,343.66,78621425,3,10
2023-10-27 16:00:00,345.31,63476707,4,10
2023-10-30 16:00:00,349.2,55298536,0,10
2023-10-31 16:00:00,350.87,47671906,1,10
2023-11-01 16:00:00,356.96,58992666,2,11
2023-11-02 16:00:00,363.44,58162442,3,11
2023-11-03 16:00:00,367.71,53280457,4,11
2023-11-06 16:00:00,369.21,38848743,0,11
2023-11-07 16:00:00,372.7,50777398,1,11
2023-11-08 16:00:00,372.94,35663373,2,11
2023-11-09 16:00:00,370.07,53859421,3,11
2023-11-10 16:00:00,378.39,58368439,4,11
2023-11-13 16:00:00,377.21,40733505,0,11
2023-11-14 16:00:00,385.33,67792634,1,11
2023-11-15 16:00:00,385.62,54141385,2,11
2023-11-16 16:00:00,385.95,45343544,3,11
2023-11-17 16:00:00,386.04,46622745,4,11
2023-11-20 16:00:00,390.74,44536669,0,11
2023-11-21 16:00:00,388.47,43336989,1,11
2023-11-22 16:00:00,390.06,44178572,2,11
2023-11-24 13:05:00,389.51,15718832,4,11
2023-11-27 16:00:00,389.17,34139656,0,11
2023-11-28 16:00:00,390.19,35491123,1,11
2023-11-29 16:00:00,389.81,38811745,2,11
2023-11-30 16:00:00,388.83,52834381,3,11
2023-12-01 16:00:00,389.94,40490068,4,12
2023-12-04 16:00:00,386.32,51186944,0,12
2023-12-05 16:00:00,387.29,42932956,1,12
2023-12-06 16:00:00,385.05,41994072,2,12
2023-12-07 16:00:00,390.43,49593545,3,12
2023-12-08 16:00:00,392.17,46687525,4,12
2023-12-11 16:00:00,395.52,41198021,0,12
2023-12-12 16:00:00,398.67,39221152,1,12
2023-12-13 16:00:00,403.74,55408129,2,12
2023-12-14 16:00:00,403.39,55447808,3,12
2023-12-15 16:00:00,405.34,62896645,4,12
2023-12-18 16:00:00,407.08,46609985,0,12
2023-12-19 16:00:00,409.16,35711855,1,12
2023-12-20 16:00:00,403.08,54042443,2,12
2023-12-21 16:00:00,407.77,45568914,3,12
2023-12-22 16:00:00,408.38,34314003,4,12
2023-12-26 16:00:00,410.88,22722545,1,12
2023-12-27 16:00:00,411.5,31980481,2,12
2023-12-28 16:00:00,411.3,27029152,3,12
2023-12-29 16:00:00,409.52,42662120,4,12
2024-01-02 16:00:00,402.59,58026946,1,1
2024-01-03 16:00:00,398.33,47002803,2,1
2024-01-04 16:00:00,396.28,39432797,3,1
2024-01-05 16:00:00,396.75,44922810,4,1
2024-01-08 16:00:00,404.95,42473796,0,1
2024-01-09 16:00:00,405.75,39132860,1,1
2024-01-10 16:00:00,408.5,33962774,2,1
2024-01-11 16:00:00,409.35,54536198,3,1
2024-01-12 16:00:00,409.56,39594952,4,1
2024-01-16 16:00:00,409.52,43903027,1,1
2024-01-17 16:00:00,407.21,54385974,2,1
2024-01-18 16:00:00,412.99,59562505,3,1
2024-01-19 16:00:00,421.18,70325123,4,1
2024-01-22 16:00:00,421.73,44880639,0,1
2024-01-23 16:00:00,423.48,33003806,1,1
2024-01-24 16:00:00,425.83,46948016,2,1
2024-01-25 16:00:00,426.35,44367205,3,1
2024-01-26 16:00:00,423.81,37137028,4,1
2024-01-29 16:00:00,428.15,38694724,0,1
2024-01-30 16:00:00,425.3,36738956,1,1
2024-01-31 16:00:00,416.97,64010649,2,1
2024-02-01 16:00:00,421.88,51008622,3,2
2024-02-02 16:00:00,429.01,59602435,4,2
2024-02-05 16:00:00,428.45,39889209,0,2
2024-02-06 16:00:00,427.59,35846134,1,2
2024-02-07 16:00:00,431.99,37712661,2,2
2024-02-08 16:00:00,432.79,29889892,3,2
2024-02-09 16:00:00,437.05,36943905,4,2
2024-02-12 16:00:00,435.34,33203305,0,2
2024-02-13 16:00:00,428.55,64491669,1,2
2024-02-14 16:00:00,433.22,45092722,2,2
2024-02-15 16:00:00,434.51,38796137,3,2
2024-02-16 16:00:00,430.57,53716475,4,2
2024-02-20 16:00:00,427.32,53999452,1,2
2024-02-21 16:00:00,425.61,50179697,2,2
2024-02-22 16:00:00,438.07,53887751,3,2
2024-02-23 16:00:00,436.78,39853861,4,2
2024-02-26 16:00:00,436.55,33043238,0,2
2024-02-27 16:00:00,437.6,33713220,1,2
2024-02-28 16:00:00,435.27,32938821,2,2
2024-02-29 16:00:00,439.0,42495152,3,2
2024-03-01 16:00:00,445.61,43853029,4,3
2024-03-04 16:00:00,444.02,34325687,0,3
2024-03-05 16:00:00,436.05,57917135,1,3
2024-03-06 16:00:00,438.79,46234460,2,3
2024-03-07 16:00:00,445.45,44526666,3,3
2024-03-08 16:00:00,439.02,72095957,4,3
2024-03-11 16:00:00,437.39,45859992,0,3
2024-03-12 16:00:00,443.66,55300909,1,3
2024-03-13 16:00:00,440.25,37928691,2,3
2024-03-14 16:00:00,439.14,52195208,3,3
2024-03-15 16:00:00,433.92,73069824,4,3
2024-03-18 16:00:00,437.48,47323802,0,3
2024-03-19 16:00:00,438.57,43004105,1,3
2024-03-20 16:00:00,443.77,43653490,2,3
2024-03-21 16:00:00,445.87,39345652,3,3
2024-03-22 16:00:00,446.38,28253899,4,3
2024-03-25 16:00:00,444.76,27789154,0,3
2024-03-26 16:00:00,443.32,34142043,1,3
2024-03-27 16:00:00,444.83,41359240,2,3
2024-03-28 16:00:00,444.01,36839641,3,3
2024-04-01 16:00:00,444.95,38728951,0,4
2024-04-02 16:00:00,441.11,44259665,1,4
2024-04-03 16:00:00,442.1,39949750,2,4
2024-04-04 16:00:00,435.34,57267660,3,4
2024-04-05 16:00:00,440.47,54744634,4,4
2024-04-08 16:00:00,440.6,28144944,0,4
2024-04-09 16:00:00,442.23,39521568,1,4
2024-04-10 16:00:00,438.37,61502191,2,4
2024-04-11 16:00:00,445.37,45474550,3,4
2024-04-12 16:00:00,438.27,53664995,4,4
2024-04-15 16:00:00,431.06,63453622,0,4
2024-04-16 16:00:00,431.1,47618961,1,4
2024-04-17 16:00:00,425.84,56880536,2,4
2024-04-18 16:00:00,423.41,46549363,3,4
2024-04-19 16:00:00,414.65,75230990,4,4
2024-04-22 16:00:00,418.82,47807663,0,4
2024-04-23 16:00:00,425.07,44384741,1,4
2024-04-24 16:00:00,426.51,48440305,2,4
2024-04-25 16:00:00,424.45,57392169,3,4
2024-04-26 16:00:00,431.0,41874907,4,4
2024-04-29 16:00:00,432.75,30022161,0,4
2024-04-30 16:00:00,424.59,43665934,1,4
2024-05-01 16:00:00,421.52,52251707,2,5
2024-05-02 16:00:00,426.9,36559007,3,5
2024-05-03 16:00:00,435.48,48515252,4,5
2024-05-06 16:00:00,440.25,30227200,0,5
2024-05-07 16:00:00,440.32,30996094,1,5
2024-05-08 16:00:00,440.06,24896723,2,5
2024-05-09 16:00:00,441.02,24580121,3,5
2024-05-10 16:00:00,442.06,27116566,4,5
2024-05-13 16:00:00,443.08,22994192,0,5
2024-05-14 16:00:00,445.93,34478321,1,5
2024-05-15 16:00:00,452.9,41464651,2,5
2024-05-16 16:00:00,451.98,34780412,3,5
2024-05-17 16:00:00,451.76,35803719,4,5
2024-05-20 16:00:00,454.91,24474226,0,5
2024-05-21 16:00:00,455.8,23167720,1,5
2024-05-22 16:00:00,455.71,25120040,2,5
2024-05-23 16:00:00,453.66,40899230,3,5
2024-05-24 16:00:00,457.95,29669461,4,5
2024-05-28 16:00:00,459.68,26216815,1,5
2024-05-29 16:00:00,456.44,29739238,2,5
2024-05-30 16:00:00,451.55,30714121,3,5
2024-05-31 16:00:00,450.71,55941301,4,5
2024-06-03 16:00:00,453.13,32997467,0,6
2024-06-04 16:00:00,454.37,23767436,1,6
2024-06-05 16:00:00,463.53,33817409,2,6
2024-06-06 16:00:00,463.37,21966820,3,6
2024-06-07 16:00:00,462.96,25829720,4,6
2024-06-10 16:00:00,464.83,20719771,0,6
2024-06-11 16:00:00,468.02,22053281,1,6
2024-06-12 16:00:00,474.15,34532585,2,6
2024-06-13 16:00:00,476.72,25859014,3,6
2024-06-14 16:00:00,479.19,23372620,4,6
2024-06-17 16:00:00,485.06,37054504,0,6
2024-06-18 16:00:00,485.21,24438565,1,6
2024-06-20 16:00:00,481.47,33918683,3,6
2024-06-21 16:00:00,480.18,39432913,4,6
2024-06-24 16:00:00,473.96,37750969,0,6
2024-06-25 16:00:00,479.38,29250209,1,6
2024-06-26 16:00:00,480.37,22737105,2,6
2024-06-27 16:00:00,481.61,26222135,3,6
2024-06-28 16:00:00,479.11,34881581,4,6
2024-07-01 16:00:00,481.92,24898336,0,7
2024-07-02 16:00:00,486.98,26723559,1,7
2024-07-03 13:05:00,491.04,18064880,2,7
2024-07-05 16:00:00,496.16,28495936,4,7
2024-07-08 16:00:00,497.34,22109420,0,7
2024-07-09 16:00:00,497.77,25701253,1,7
2024-07-10 16:00:00,502.96,28046901,2,7
2024-07-11 16:00:00,491.93,49966590,3,7
2024-07-12 16:00:00,494.82,37109399,4,7
2024-07-15 16:00:00,496.15,31151386,0,7
2024-07-16 16:00:00,496.34,25950622,1,7
2024-07-17 16:00:00,481.77,56268768,2,7
2024-07-18 16:00:00,479.49,49347361,3,7
2024-07-19 16:00:00,475.24,42042856,4,7
2024-07-22 16:00:00,482.32,40299999,0,7
2024-07-23 16:00:00,480.62,23282454,1,7
2024-07-24 16:00:00,463.38,58818629,2,7
2024-07-25 16:00:00,458.27,59256759,3,7
2024-07-26 16:00:00,462.97,39992132,4,7
2024-07-29 16:00:00,463.9,28218476,0,7
2024-07-30 16:00:00,457.53,41317210,1,7
2024-07-31 16:00:00,471.07,44552134,2,7
2024-08-01 16:00:00,459.66,56653900,3,8
2024-08-02 16:00:00,448.75,66323244,4,8
2024-08-05 16:00:00,435.37,87483452,0,8
2024-08-06 16:00:00,439.53,63164429,1,8
2024-08-07 16:00:00,434.77,54929163,2,8
2024-08-08 16:00:00,448.07,47890071,3,8
2024-08-09 16:00:00,450.41,33573976,4,8
2024-08-12 16:00:00,451.38,27795006,0,8
2024-08-13 16:00:00,462.58,40084457,1,8
2024-08-14 16:00:00,462.73,34733746,2,8
2024-08-15 16:00:00,474.42,38280565,3,8
2024-08-16 16:00:00,475.03,38383623,4,8
2024-08-19 16:00:00,481.27,23737674,0,8
2024-08-20 16:00:00,480.26,29209340,1,8
2024-08-21 16:00:00,482.5,25658787,2,8
2024-08-22 16:00:00,474.85,37739576,3,8
2024-08-23 16:00:00,480.0,36061508,4,8
2024-08-26 16:00:00,475.34,27452641,0,8
2024-08-27 16:00:00,476.76,27510003,1,8
2024-08-28 16:00:00,471.35,37372436,2,8
2024-08-29 16:00:00,470.66,41081465,3,8
2024-08-30 16:00:00,476.27,33466473,4,8
2024-09-03 16:00:00,461.81,44985219,1,9
2024-09-04 16:00:00,460.61,32505102,2,9
2024-09-05 16:00:00,461.04,34452385,3,9
2024-09-06 16:00:00,448.69,50624385,4,9
2024-09-09 16:00:00,454.46,32981169,0,9
2024-09-10 16:00:00,458.66,29680319,1,9
2024-09-11 16:00:00,468.62,57842992,2,9
2024-09-12 16:00:00,473.22,40175456,3,9
2024-09-13 16:00:00,475.34,29111849,4,9
2024-09-16 16:00:00,473.24,22585596,0,9
2024-09-17 16:00:00,473.49,30084438,1,9
2024-09-18 16:00:00,471.44,39909215,2,9
2024-09-19 16:00:00,483.36,52782523,3,9
2024-09-20 16:00:00,482.44,34577663,4,9
2024-09-23 16:00:00,483.04,24842972,0,9
2024-09-24 16:00:00,485.37,25952637,1,9
2024-09-25 16:00:00,485.82,26549866,2,9
2024-09-26 16:00:00,489.47,32020206,3,9
2024-09-27 16:00:00,486.75,22851120,4,9
2024-09-30 16:00:00,488.07,30330605,0,9
2024-10-01 16:00:00,481.27,42735424,1,10
2024-10-02 16:00:00,481.95,23744049,2,10
2024-10-03 16:00:00,481.59,25337220,3,10
2024-10-04 16:00:00,487.32,30744909,4,10
2024-10-07 16:00:00,482.1,24975119,0,10
2024-10-08 16:00:00,489.3,28272017,1,10
2024-10-09 16:00:00,493.15,24994950,2,10
2024-10-10 16:00:00,492.59,25750446,3,10
2024-10-11 16:00:00,493.36,20644497,4,10
2024-10-14 16:00:00,497.5,26060145,0,10
2024-10-15 16:00:00,497.5,437901,1,10
2024-10-16 16:00:00,490.91,22996776,2,10
2024-10-17 16:00:00,491.25,27210658,3,10
2024-10-18 16:00:00,494.47,25335030,4,10
2024-10-21 16:00:00,495.42,30336549,0,10
2024-10-22 16:00:00,495.96,26685841,1,10
2024-10-23 16:00:00,488.36,39346565,2,10
2024-10-24 16:00:00,492.32,22024930,3,10
2024-10-25 16:00:00,495.32,38762143,4,10
2024-10-28 16:00:00,495.4,20477778,0,10
2024-10-29 16:00:00,500.16,28014059,1,10
2024-10-30 16:00:00,496.38,29755960,2,10
2024-10-31 16:00:00,483.85,41245248,3,10
2024-11-01 16:00:00,487.43,33655757,4,11
2024-11-04 16:00:00,486.01,23291580,0,11
2024-11-05 16:00:00,492.21,24353615,1,11
2024-11-06 16:00:00,505.58,43082198,2,11
2024-11-07 16:00:00,513.54,32853120,3,11
2024-11-08 16:00:00,514.14,22924483,4,11
2024-11-11 16:00:00,513.84,24167479,0,11
2024-11-12 16:00:00,512.91,25835288,1,11
2024-11-13 16:00:00,512.25,24567416,2,11
2024-11-14 16:00:00,508.69,28679519,3,11
2024-11-15 16:00:00,496.57,51461054,4,11
2024-11-18 16:00:00,500.02,27192662,0,11
2024-11-19 16:00:00,503.46,24523020,1,11
2024-11-20 16:00:00,503.17,29565491,2,11
2024-11-21 16:00:00,504.98,34526738,3,11
2024-11-22 16:00:00,505.79,23826644,4,11
2024-11-25 16:00:00,506.59,26375166,0,11
2024-11-26 16:00:00,509.31,26557061,1,11
2024-11-27 16:00:00,505.3,24957441,2,11
2024-11-29 13:05:00,509.74,15333968,4,11
2024-12-02 16:00:00,515.29,25147165,0,12
2024-12-03 16:00:00,516.87,18597900,1,12
2024-12-04 16:00:00,523.26,26086222,2,12
2024-12-05 16:00:00,521.81,18169632,3,12
2024-12-06 16:00:00,526.48,23762611,4,12
2024-12-09 16:00:00,522.38,20674405,0,12
2024-12-10 16:00:00,520.6,24350040,1,12
2024-12-11 16:00:00,529.92,32168579,2,12
2024-12-12 16:00:00,526.5,23577504,3,12
2024-12-13 16:00:00,530.53,28780405,4,12
2024-12-16 16:00:00,538.17,31979863,0,12
2024-12-17 16:00:00,535.8,28579070,1,12
2024-12-18 16:00:00,516.47,54703155,2,12
2024-12-19 16:00:00,514.17,46441754,3,12
2024-12-20 16:00:00,518.66,60529961,4,12
2024-12-23 16:00:00,522.87,29672800,0,12
2024-12-24 13:05:00,529.96,17558215,1,12
2024-12-26 16:00:00,529.6,19141494,3,12
2024-12-27 16:00:00,522.56,33839555,4,12
2024-12-30 16:00:00,515.61,34584028,0,12
2024-12-31 16:00:00,511.23,29117028,1,12
2025-01-02 16:00:00,510.23,36389783,3,1
2025-01-03 16:00:00,518.58,29059520,4,1
2025-01-06 16:00:00,524.54,36109734,0,1
2025-01-07 16:00:00,515.18,36690272,1,1
2025-01-08 16:00:00,515.27,30777777,2,1
2025-01-10 16:00:00,507.19,40532495,4,1
2025-01-13 16:00:00,505.56,31694210,0,1
2025-01-14 16:00:00,505.08,33737237,1,1
2025-01-15 16:00:00,516.7,34957554,2,1
2025-01-16 16:00:00,513.08,28229037,3,1
2025-01-17 16:00:00,521.74,51837941,4,1
2025-01-21 16:00:00,524.8,23627971,1,1
2025-01-22 16:00:00,531.51,33592988,2,1
2025-01-23 16:00:00,532.64,23096588,3,1
2025-01-24 16:00:00,529.63,19878251,4,1
2025-01-27 16:00:00,514.21,60771695,0,1
2025-01-28 16:00:00,521.81,33194214,1,1
2025-01-29 16:00:00,520.83,26649011,2,1
2025-01-30 16:00:00,523.05,27431302,3,1
2025-01-31 16:00:00,522.29,38845467,4,1
2025-02-03 16:00:00,518.11,40580835,0,2
2025-02-04 16:00:00,524.47,26046753,1,2
2025-02-05 16:00:00,526.85,21134070,2,2
2025-02-06 16:00:00,529.6,19434454,3,2
2025-02-07 16:00:00,522.92,29605470,4,2
2025-02-10 16:00:00,529.25,20852784,0,2
2025-02-11 16:00:00,527.99,19325500,1,2
2025-02-12 16:00:00,528.3,25009362,2,2
2025-02-13 16:00:00,535.9,28714799,3,2
2025-02-14 16:00:00,538.15,17862572,4,2
2025-02-18 16:00:00,539.37,20565028,1,2
2025-02-19 16:00:00,539.52,19666861,2,2
2025-02-20 16:00:00,537.23,26550753,3,2
2025-02-21 16:00:00,526.08,47093750,4,2
2025-02-24 16:00:00,519.87,39268392,0,2
2025-02-25 16:00:00,513.32,48940025,1,2
2025-02-26 16:00:00,514.56,34457618,2,2
2025-02-27 16:00:00,500.27,52447966,3,2
2025-02-28 16:00:00,508.17,47654043,4,2
2025-03-03 16:00:00,497.05,44587204,0,3
2025-03-04 16:00:00,495.55,67875402,1,3
2025-03-05 16:00:00,502.01,46323725,2,3
2025-03-06 16:00:00,488.2,57574332,3,3
2025-03-07 16:00:00,491.79,54714726,4,3
2025-03-10 16:00:00,472.73,76668029,0,3
2025-03-11 16:00:00,471.6,68760771,1,3
2025-03-12 16:00:00,476.92,46971082,2,3
2025-03-13 16:00:00,468.34,46563349,3,3
2025-03-14 16:00:00,479.66,43563010,4,3
2025-03-17 16:00:00,482.77,41744354,0,3
2025-03-18 16:00:00,474.54,39072265,1,3
2025-03-19 16:00:00,480.89,40430334,2,3
2025-03-20 16:00:00,479.26,36780549,3,3
2025-03-21 16:00:00,480.84,42234874,4,3
2025-03-24 16:00:00,490.66,34567186,0,3
2025-03-25 16:00:00,493.46,26035241,1,3
2025-03-26 16:00:00,484.38,35043357,2,3
2025-03-27 16:00:00,481.62,33469817,3,3
2025-03-28 16:00:00,468.94,46363797,4,3
2025-03-31 16:00:00,468.92,53000303,0,3
2025-04-01 16:00:00,472.7,41156226,1,4
2025-04-02 16:00:00,476.15,49894489,2,4
2025-04-03 16:00:00,450.66,70456338,3,4
2025-04-04 16:00:00,422.67,117088441,4,4
2025-04-07 16:00:00,423.69,161556970,0,4
2025-04-08 16:00:00,416.06,101248060,1,4
2025-04-09 16:00:00,466.0,142876878,2,4
2025-04-10 16:00:00,446.18,108384092,3,4
2025-04-11 16:00:00,454.4,52483779,4,4
2025-04-14 16:00:00,457.48,43941179,0,4
2025-04-15 16:00:00,457.99,35404210,1,4
2025-04-16 16:00:00,444.18,48980552,2,4
2025-04-17 16:00:00,444.1,44837047,3,4
2025-04-21 16:00:00,433.11,44149313,0,4
2025-04-22 16:00:00,444.48,52304388,1,4
2025-04-23 16:00:00,454.56,55801136,2,4
2025-04-24 16:00:00,467.35,45956136,3,4
2025-04-25 16:00:00,472.56,38697063,4,4
2025-04-28 16:00:00,472.41,33550778,0,4
2025-04-29 16:00:00,475.53,30613120,1,4
2025-04-30 16:00:00,475.47,46810610,2,4
2025-05-01 16:00:00,481.68,43316539,3,5
2025-05-02 16:00:00,488.83,39218082,4,5
2025-05-05 16:00:00,485.93,28309490,0,5
2025-05-06 16:00:00,481.41,32786310,1,5
2025-05-07 16:00:00,483.3,38109864,2,5
2025-05-08 16:00:00,488.29,39577592,3,5
2025-05-09 16:00:00,487.97,27767416,4,5
2025-05-12 16:00:00,507.85,45090616,0,5
2025-05-13 16:00:00,515.59,53269573,1,5
2025-05-14 16:00:00,518.68,47014516,2,5
2025-05-15 16:00:00,519.25,50153275,3,5
2025-05-16 16:00:00,521.51,48394603,4,5
2025-05-19 16:00:00,522.01,52536154,0,5
2025-05-20 16:00:00,520.27,42517561,1,5
2025-05-21 16:00:00,513.04,71292831,2,5
2025-05-22 16:00:00,514.0,55607169,3,5
2025-05-23 16:00:00,509.24,58368075,4,5
2025-05-27 16:00:00,521.22,47226323,1,5
2025-05-28 16:00:00,518.91,46637175,2,5
2025-05-29 16:00:00,519.93,58724069,3,5
2025-05-30 16:00:00,519.11,67662836,4,5
2025-06-02 16:00:00,523.21,44762817,0,6
2025-06-03 16:00:00,527.3,44070330,1,6
2025-06-04 16:00:00,528.77,41359322,2,6
2025-06-05 16:00:00,524.79,61286623,3,6
2025-06-06 16:00:00,529.92,42467021,4,6
2025-06-09 16:00:00,530.7,33688671,0,6
2025-06-10 16:00:00,534.21,40664795,1,6
2025-06-11 16:00:00,532.41,53701033,2,6
2025-06-12 16:00:00,533.66,34104887,3,6
2025-06-13 16:00:00,526.96,55814443,4,6
2025-06-16 16:00:00,534.29,37622051,0,6
2025-06-17 16:00:00,529.08,42180866,1,6
2025-06-18 16:00:00,528.99,43983522,2,6
2025-06-20 16:00:00,526.83,61643519,4,6
2025-06-23 16:00:00,531.65,50666146,0,6
2025-06-24 16:00:00,539.78,45441982,1,6
2025-06-25 16:00:00,541.16,44804168,2,6
2025-06-26 16:00:00,546.22,43811432,3,6
2025-06-27 16:00:00,548.09,57577147,4,6
2025-06-30 16:00:00,551.64,45548742,0,6
2025-07-01 16:00:00,546.99,56166736,1,7
2025-07-02 16:00:00,550.8,36538281,2,7
2025-07-03 13:05:00,556.22,26443524,3,7
2025-07-07 16:00:00,552.03,45349323,0,7
2025-07-08 16:00:00,552.34,36153258,1,7
2025-07-09 16:00:00,556.25,43045534,2,7
2025-07-10 16:00:00,555.45,34710913,3,7
2025-07-11 16:00:00,554.2,39618635,4,7
2025-07-14 16:00:00,556.21,36453314,0,7
2025-07-15 16:00:00,556.72,43277661,1,7
2025-07-16 16:00:00,557.29,52314711,2,7
2025-07-17 16:00:00,561.8,40423778,3,7
2025-07-18 16:00:00,561.26,50484704,4,7
2025-07-21 16:00:00,564.17,39595214,0,7
2025-07-22 16:00:00,561.25,43270647,1,7
2025-07-23 16:00:00,563.81,40215259,2,7
2025-07-24 16:00:00,565.01,42275541,3,7
2025-07-25 16:00:00,566.37,30630813,4,7
2025-07-28 16:00:00,568.14,31498739,0,7
2025-07-29 16:00:00,567.26,45463317,1,7
2025-07-30 16:00:00,568.02,43433777,2,7
2025-07-31 16:00:00,565.01,64613590,3,7
2025-08-01 16:00:00,553.88,69400789,4,8
2025-08-04 16:00:00,564.1,47669751,0,8
2025-08-05 16:00:00,560.27,48666640,1,8
2025-08-06 16:00:00,567.32,41823677,2,8
2025-08-07 16:00:00,569.24,44462972,3,8
2025-08-08 16:00:00,574.55,35255472,4,8
2025-08-11 16:00:00,572.85,33112917,0,8
2025-08-12 16:00:00,580.05,42271441,1,8
2025-08-13 16:00:00,580.34,41209294,2,8
2025-08-14 16:00:00,579.89,45425043,3,8
2025-08-15 16:00:00,577.34,49480161,4,8
2025-08-18 16:00:00,577.11,29830957,0,8
2025-08-19 16:00:00,569.28,53752635,1,8
2025-08-20 16:00:00,565.9,76781087,2,8
2025-08-21 16:00:00,563.28,46436899,3,8
2025-08-22 16:00:00,571.97,51502129,4,8
2025-08-25 16:00:00,570.32,34044749,0,8
2025-08-26 16:00:00,572.61,34103014,1,8
2025-08-27 16:00:00,573.49,36927144,2,8
2025-08-28 16:00:00,577.08,46787857,3,8
2025-08-29 16:00:00,570.4,56030409,4,8
2025-09-02 16:00:00,565.62,65876765,1,9
2025-09-03 16:00:00,570.07,54230213,2,9
2025-09-04 16:00:00,575.23,47526280,3,9
2025-09-05 16:00:00,576.06,68342532,4,9
2025-09-08 16:00:00,578.87,46371354,0,9
2025-09-09 16:00:00,580.51,44007592,1,9
2025-09-10 16:00:00,580.7,49307959,2,9
2025-09-11 16:00:00,584.08,44745766,3,9
2025-09-12 16:00:00,586.66,50745886,4,9
2025-09-15 16:00:00,591.68,44360315,0,9
2025-09-16 16:00:00,591.18,36942130,1,9
2025-09-17 16:00:00,590.0,69384820,2,9
2025-09-18 16:00:00,595.32,61069294,3,9
2025-09-19 16:00:00,599.35,58196109,4,9
2025-09-22 16:00:00,602.2,57154769,0,9
2025-09-23 16:00:00,598.2,64635486,1,9
2025-09-24 16:00:00,596.1,49850301,2,9
2025-09-25 16:00:00,593.53,70920209,3,9
2025-09-26 16:00:00,595.97,54337416,4,9
2025-09-29 16:00:00,598.73,48332934,0,9
2025-09-30 16:00:00,600.37,46533814,1,9
2025-10-01 16:00:00,603.25,46899612,2,10
2025-10-02 16:00:00,605.73,43765410,3,10
